X27	X11	X57	X52	X34	X18	X15	X47	X17	X51	X56	X12	X2	X50	X49	X60	X9	X36	X13	X39	X42	X3	X5	X53	X1	X10	X54	X41	X45	X37	X30	X38	X33	X40	X35	X32	X26	X55	X46	X8	X24	X16	X31	X59	X4	X58	X7	X22	X14	X19
3.0614	-0.2593	7.0685	4.6772	1.8173	0.2625	0.3833	1.7883	-2.6103	-1.9719	1.8829	2.4238	1.4440	4.7807	-6.6315	-1.7077	3.3760	1.9188	0.8400	2.2972	-1.5848	-0.5154	-0.0575	1.8877	0.7134	0.4869	2.4028	3.0737	1.2202	-0.7629	-0.6489	0.9242	-1.2802	-0.9812	-0.4864	-1.3883	-0.6134	3.0071	0.6676	0.0231	2.6564	-1.7086	2.3568	-1.3760	0.0712	-1.8334	4.0205	1.1734	1.4479	-1.9755
1.0467	1.0680	11.6406	5.5561	0.7215	-0.6750	0.8903	2.0407	-3.1240	-0.9528	3.0431	0.8480	0.5526	-0.0465	-3.0749	0.5178	2.2738	0.0474	1.0907	-1.5172	0.1549	-0.1253	-1.2299	-1.2899	-1.0049	1.4697	-0.1350	4.5153	5.2349	-0.8451	4.9980	1.5877	-1.0737	-2.0053	-0.3087	0.1215	0.0029	2.1724	-0.6989	1.8389	4.0385	-0.4952	0.9793	-2.7051	0.4837	-1.5676	2.5201	0.4954	0.8118	-0.2391
-0.7256	-1.9029	8.7432	3.8287	2.0318	-0.7326	0.3817	5.2586	1.1358	-7.0978	11.3785	-0.7169	-2.7007	6.5155	-4.7659	2.2540	-2.6357	-3.6694	1.8501	0.8801	-2.3608	-0.6461	-0.0838	-1.0147	-0.3647	1.3936	-2.6953	-1.4660	-2.3841	-0.0263	-0.7801	-2.0130	-3.9668	-3.0878	1.2925	0.8107	0.8020	4.1130	1.7264	-1.9634	6.4322	2.8003	-3.3402	9.2915	-0.6826	-0.7639	-0.2706	-3.1416	-1.5762	-0.6840
0.7176	-1.8320	-4.5539	-0.7001	-0.3722	-2.7585	0.7479	1.8404	1.6523	4.2902	10.0938	0.9884	0.3264	-2.9715	5.3473	-3.8970	1.2225	0.1847	-0.8245	-2.9028	-1.3900	1.2403	1.9031	-4.2797	1.5657	-2.2625	2.0238	-1.2531	-2.3708	-2.0020	-1.5688	1.7609	-3.2965	2.5988	-0.6304	1.0253	1.0372	-2.7947	0.1694	-0.2156	2.1172	2.1361	-0.2409	6.8207	-0.7113	-0.8158	0.3093	1.3289	-1.5420	0.7030
-1.7364	2.0935	-6.5495	-7.5323	-6.4524	-0.0606	1.8287	-0.2999	-1.0821	4.1126	-2.8815	0.7545	0.2992	-1.8462	4.9644	2.0809	1.0874	2.2712	-0.0035	-4.2121	-0.3408	1.7491	-2.9106	1.4413	-0.0356	-2.7465	0.6612	0.6596	2.1877	-1.3405	1.8697	1.0164	1.0642	9.4747	-2.2225	-1.9714	0.2098	-1.6430	-0.3732	-2.4946	-2.6276	-1.2436	-0.3559	-2.9985	0.8375	7.8343	-1.0945	1.7861	0.6779	-0.6837
1.5225	0.6320	-11.8630	-4.2605	-4.8843	-1.7471	1.3502	2.0804	-0.3467	2.1548	3.9547	1.1785	-0.5771	0.3023	6.3819	-1.6163	0.9133	-0.4536	0.5396	-1.2123	3.3076	0.5200	-0.9116	2.3839	-3.0904	-4.5892	-0.1056	1.2438	2.5734	-1.8556	-0.4392	-0.0286	0.2854	9.4689	-3.9911	0.0696	-0.0041	1.7662	2.1627	-2.6860	1.4358	-0.2401	-0.1201	-0.2117	-1.6181	4.9850	1.1330	0.3744	0.9798	-0.0489
0.2712	0.2264	-2.8594	-3.8616	-1.7028	1.4282	-0.4137	-2.8660	0.3466	-3.6144	2.8899	0.3923	-0.7229	8.4024	-4.7197	3.6105	-0.8490	5.4367	1.9652	3.5524	-1.2305	-2.5123	0.6793	-1.8710	1.3226	-2.4144	2.8109	-2.1227	-1.5184	0.5198	-3.2173	0.5361	-2.7870	3.6154	2.1265	1.8216	-0.3844	-0.7917	-0.3093	-0.7246	2.1475	-2.2952	-1.4198	1.6181	0.6762	2.4285	-2.5896	-0.2734	0.5061	0.4690
0.4312	-0.8496	11.9839	0.2969	1.0411	-0.0813	-0.4979	1.0152	-1.0463	-3.9635	-5.1690	-1.2198	2.3336	3.2308	-6.6012	1.1296	1.4963	1.6328	0.5336	2.3188	-0.6362	-1.5729	0.3509	2.3862	-0.7398	2.6569	-1.3118	1.9547	1.5536	0.7868	1.0687	-2.7894	0.4081	-4.3344	0.5778	-2.3264	0.3225	1.7977	1.1976	0.6441	-0.4952	2.3782	0.7538	-3.7850	0.2722	-2.2696	0.8526	-1.0918	-0.4788	-0.0423
0.5062	0.6703	-0.9313	-7.5701	-4.6115	0.2157	0.7248	1.3591	-0.6096	-0.6463	4.6985	-2.0638	-0.1342	0.6231	0.4668	-1.9342	1.4722	6.9747	0.6380	0.7466	0.1676	-1.0306	0.8770	0.7740	0.6347	-2.9198	-1.1519	0.1829	-0.4969	1.9978	0.3899	-1.0195	-1.5366	3.3666	-0.2273	0.9485	-0.6899	0.5346	-0.0951	-0.5422	1.3387	0.5824	0.3176	0.9139	0.4524	-1.0236	2.0334	3.3090	-0.9332	-1.7107
3.2219	3.1969	3.9535	-0.9608	2.9087	1.2272	0.3118	1.3483	-0.7420	2.8941	-4.3212	-1.4217	-0.9571	-3.2686	0.2322	-1.4182	2.7967	-0.7014	-1.8152	0.7854	-0.5027	1.2618	0.2657	-0.9083	1.0083	0.9020	-2.9731	1.5462	1.8542	0.2137	-1.1596	0.4050	3.4514	-4.8495	0.4125	-0.9511	0.4580	2.4287	1.5673	0.1765	-3.3931	-0.5159	-1.4495	-6.1952	0.9007	3.3290	-0.2347	0.4437	-0.4609	-1.0927
6.0757	-0.2181	-4.9273	0.8985	-1.2640	0.1896	0.9858	1.2641	1.0927	1.1756	8.3280	0.5318	-1.0485	-1.1007	2.7491	-9.1004	6.1202	-3.8050	2.8027	-2.0949	-0.0698	1.2810	2.6682	3.1854	-1.6522	-2.3600	1.5964	2.0760	1.3406	0.4520	-0.9309	-3.3087	-3.5099	1.4182	2.4797	0.2686	0.2401	3.5635	-0.1300	-0.4029	2.7030	-0.8954	-1.5600	3.3468	0.9859	-0.6588	2.4343	0.8380	0.1326	2.3830
-0.0873	1.2983	5.7574	2.1244	0.4189	-1.2331	-0.4172	-3.0998	-2.4638	-1.9956	0.4779	0.1099	-2.1069	-0.3535	-0.4533	2.8525	0.3717	0.9166	-0.3230	0.6881	-1.3867	-3.5049	1.2621	1.1524	0.3946	1.8895	-0.8235	-0.0207	1.4739	1.3524	2.1593	0.5183	0.0507	-2.1334	0.3956	0.5953	0.0412	0.1793	0.8899	-0.7636	0.2782	-0.2296	1.3766	1.9287	0.4538	-2.2133	0.5387	-1.0266	1.1488	0.0322
-1.4350	0.6846	4.1483	3.3778	4.2079	0.5058	2.1030	-0.0444	0.8104	1.8032	0.1237	0.4286	-2.5800	-1.4901	-0.6018	-4.9549	0.8153	-1.8619	1.7827	0.7431	1.3966	4.0855	-2.6732	-0.3200	-0.0645	1.8690	-0.7057	0.1348	-0.7342	-1.7121	-1.3457	2.7134	-2.3283	-3.9142	0.0813	1.3565	1.9338	-1.8259	0.4746	1.4533	2.2365	0.6475	2.2123	-2.2182	0.6403	1.4818	0.0417	0.7213	0.9996	0.0108
3.1073	1.9791	3.4378	-0.5764	-0.0319	0.0408	1.7286	1.4345	-1.5649	1.6968	5.7791	-0.2468	-0.6172	1.1945	-2.9612	-0.5604	0.8368	1.2599	1.0681	2.1410	-1.2552	-3.1442	-2.0229	1.2675	1.4018	-0.9532	-3.0150	0.7379	0.3189	-1.7291	-2.1651	0.5776	0.2761	1.1061	-1.0979	1.6401	1.2873	1.7252	-1.1382	-0.5509	3.2805	-0.2521	3.3856	2.1098	0.0813	1.6255	0.3859	1.1329	2.7027	-0.7641
-1.1350	-0.5839	-7.4808	-1.8592	-2.3513	-0.8333	0.4080	-1.8539	1.7996	-4.4194	-0.5286	0.9072	-0.1554	6.0493	-0.0331	1.7890	-1.8543	-1.4067	-0.1002	2.4594	-1.3683	-0.3542	-0.1890	5.2671	1.6251	-1.7959	0.3995	0.2950	-1.4777	1.0578	-0.8215	-2.7459	1.1098	4.1605	0.0908	-0.7952	-0.3762	2.2506	-0.1596	-3.1528	0.7555	-0.6430	-0.1146	2.7353	0.2236	1.4451	-2.4949	-4.6486	0.2609	-0.1859
1.0503	-0.7869	8.0874	0.1918	3.4060	-2.5034	0.1422	-0.9597	-1.7390	-1.5020	-4.9674	-0.2659	1.4304	-0.7536	-4.1916	1.1882	0.3960	0.5205	-2.5423	2.2746	-3.3239	0.0911	-0.0943	-0.9681	1.6438	2.3229	0.6190	3.5474	1.5497	-0.6747	0.7640	0.7261	4.7538	-5.0623	1.6495	-2.8168	0.3765	1.7328	-2.7592	0.3270	-0.5881	-1.4253	-2.7721	-3.0054	0.2367	-1.9525	-0.1547	0.5579	0.2188	-0.1091
-0.9934	-0.4698	-0.7969	-1.9425	-2.8717	0.7472	-1.6228	-2.6006	-1.9053	-2.4126	-9.0978	-0.4579	1.2984	-0.9226	0.9854	2.0267	0.7702	7.3358	-0.9063	2.3990	-1.1608	-1.9642	0.7726	-1.0137	1.2057	-0.2741	-0.8263	0.9995	1.2167	-0.6798	1.8667	0.6115	2.7798	1.5590	2.1954	-1.2364	2.0194	-1.8954	-0.8771	0.1986	-2.9541	-1.2387	-0.0823	-5.8861	-1.3494	-1.7473	0.1231	-0.0799	1.0445	-1.2408
-1.0528	2.4193	-7.9408	-6.0792	-2.6133	-2.2113	0.5269	-2.0773	-0.7403	0.5697	-2.5932	-0.4389	1.4742	0.7898	0.5583	4.4887	-0.8500	2.9160	1.5606	4.1668	1.7307	-1.2984	-1.5639	3.6035	1.8290	-1.1549	-2.5120	3.2121	-1.4370	-0.6649	-3.5627	-0.3887	0.4790	2.8101	-0.3823	-0.0929	-2.8480	-0.0184	-1.3049	0.4580	0.1313	-1.5743	3.9829	-2.7124	2.8252	6.8878	-1.4818	-0.9204	2.7362	-0.8434
2.1998	1.1186	-1.8810	-0.1399	3.8342	-0.6048	2.9844	-0.6042	0.0451	-2.2417	-1.2126	2.9118	-0.8526	0.7225	-2.1114	1.9203	1.2174	-1.0722	-2.2742	3.6129	-1.0226	-2.3886	-2.1460	-3.8579	-0.9210	1.6117	2.1838	-1.2401	2.3428	0.3483	-2.3463	3.0943	1.9844	-4.1366	2.6536	0.4211	-0.1758	0.1539	2.0261	0.4095	-1.0613	-1.4238	-1.5331	-0.7477	0.9752	1.0936	0.4351	0.9488	-0.4574	-2.3585
-1.9506	1.8403	2.3602	-2.4347	-3.6269	-0.8363	0.2697	-2.7627	-0.1168	-0.6333	-7.4554	-2.8356	2.7179	2.3546	-4.1784	4.7983	0.6489	3.2428	0.5907	2.9891	2.6180	-0.5537	-0.4804	4.0631	-0.7297	-2.8922	-2.9047	1.5278	1.8786	0.3804	-0.2708	0.6111	0.3024	3.2049	-1.3995	-1.6613	-0.0256	-2.4658	-0.6201	-0.1417	-1.2357	1.3719	3.1684	-7.1499	1.7723	2.6066	1.9826	2.6354	2.0925	-0.1323
-0.4584	-3.4915	6.1214	2.6216	1.6141	-1.7366	1.2738	1.0939	-0.0141	-3.9805	4.7507	-2.3031	-0.8133	1.5354	-2.3875	4.0203	1.5931	-0.7678	0.2240	2.4133	0.7834	-3.6294	0.2530	0.0032	-0.0085	1.7493	-1.2198	-2.6700	2.0799	1.2391	0.3375	-3.5538	-2.6232	-3.8420	0.2684	1.7157	1.0941	1.1009	2.3974	0.4215	3.6703	0.5272	-3.3692	1.3437	-1.1078	-4.4354	1.4943	-1.1349	-1.3942	-0.4915
2.8801	2.5371	-12.5195	-4.1352	-1.6555	-0.2849	0.1295	-2.0457	2.4329	8.2196	-6.6656	1.1328	0.1331	-9.5826	11.0198	-3.7556	2.5257	-6.1032	-2.6278	-6.5081	2.9085	1.4189	1.4707	1.4281	-2.1451	-0.6005	0.4796	4.2641	2.2092	1.1832	-0.6731	-1.4137	5.4692	2.7794	-1.1277	-2.4106	-1.4302	2.3397	1.0505	0.1810	-3.7872	-1.7278	-0.6981	-6.4109	1.3011	3.8040	0.2478	2.0157	-0.2938	2.6851
2.2461	1.7035	2.7379	-0.1485	1.4627	1.9363	-0.2662	-4.8536	0.0281	2.2039	-4.8197	-0.5362	0.0893	-7.0772	3.2186	-2.1852	3.1229	-0.8378	-2.0146	-5.0331	-0.1385	3.6488	1.8953	-1.1497	-1.0819	2.4321	-2.2035	0.7718	0.3286	1.6047	2.3452	0.6043	2.2812	-2.8994	2.0088	-1.5234	0.1568	1.2134	1.2252	0.3674	-3.1229	1.9640	-0.8615	-3.1889	0.3882	-0.5746	2.3746	1.2221	-1.1168	0.7321
-0.4065	-2.5364	-0.6611	-1.2847	-1.8144	-0.0303	-1.7349	3.8062	-0.6683	0.8225	-5.8768	0.0641	2.7703	0.0078	0.0288	0.6654	-1.7677	5.3175	1.3057	-2.1827	2.0201	2.5748	-0.7645	-1.4110	-0.0982	-1.9834	0.1703	-0.5004	-1.4923	-0.8913	1.2681	-0.7313	1.7034	1.6437	-0.1481	-1.3817	0.9906	-0.2989	-0.4034	-0.7335	-0.7690	-1.3380	3.3340	-2.7003	-2.0328	-0.1149	-0.1519	1.7578	-0.2389	-0.4343
-1.8610	-2.9700	18.3479	4.3983	1.5905	-1.1370	-0.5580	1.3757	1.6879	-5.9072	0.1433	0.8376	-2.6794	7.1998	-10.9533	3.6212	-3.8637	-0.2768	-0.6137	4.6092	-4.3033	-2.9661	-1.7561	-0.9254	1.1438	1.6765	3.6826	-1.5192	-2.1686	1.6217	2.9474	1.6798	-3.7626	-3.2017	0.6650	0.2531	-0.8061	-2.8499	-0.1327	0.0882	2.3117	-0.4723	4.3655	3.7409	-0.3863	-2.0555	-3.6674	0.7177	1.3208	2.2119
-0.9605	0.3400	3.1322	-0.8523	-2.3991	-0.6903	0.8794	-1.3907	-0.2110	-0.3254	-5.3160	-0.0065	-0.4586	-1.2121	3.5845	1.0598	1.0132	-2.6663	-2.1540	-0.0027	0.2093	-0.5295	-0.0852	-4.4929	-1.0483	-0.0712	0.6044	-2.2566	0.6196	-1.0554	2.6049	2.7968	1.9294	-1.3288	0.4294	-0.6852	-0.8199	0.6350	1.3779	2.1948	-3.3173	1.3343	1.8210	-3.4655	1.4771	-0.4905	2.8414	-1.7841	-1.1748	-0.4145
3.2072	2.3475	-9.2265	-0.1732	-2.3230	1.3090	3.1750	1.1807	-0.1048	1.5394	10.3465	-0.8997	-1.0319	-4.8396	6.7721	-4.5756	4.0712	0.2433	0.5081	-5.2818	0.3324	0.6875	0.6238	-4.0305	-0.9060	-1.6180	2.8806	2.5995	1.8442	-1.2179	0.1798	3.2053	0.4118	2.8827	1.2830	2.7234	-0.9608	0.8917	1.3817	-1.6760	0.6180	-0.9844	-1.1693	2.7449	0.5087	3.1604	2.3032	0.9709	-0.2365	-3.6192
2.6066	-1.5645	5.4183	-0.3125	1.7443	0.6889	1.2730	-1.7290	1.7728	-4.6441	3.7505	-0.8157	-0.9772	5.4248	-6.3048	-2.5442	1.6555	0.7116	-0.0049	0.0814	-2.1318	1.0589	2.3317	-1.9939	-0.2516	0.7826	-3.4501	-1.9890	-1.5457	-1.8812	-1.9041	-2.0962	-0.7036	-5.2006	3.3656	-0.4118	1.6673	0.7394	-0.2880	-0.0761	-0.6612	1.4935	-1.3597	0.4565	-1.4315	-2.7176	0.1245	-0.1604	-2.0725	2.2403
-0.3193	-2.1240	2.5452	-0.9499	2.0364	2.0631	2.4233	1.3608	1.2864	-2.7937	-0.0527	-0.8622	-0.4512	5.6956	-4.1618	1.8881	0.6981	-3.4861	1.4069	1.9141	-1.5092	0.0985	3.1111	0.2778	1.0552	-0.7995	-2.4274	-0.9971	-2.5842	-0.1670	-2.1297	-0.6209	-2.3645	-1.9699	1.1562	-0.7450	0.6546	0.3944	-1.0757	-2.7154	-2.2615	-0.4265	3.6650	1.2678	-0.3229	-3.2976	2.1837	-5.2531	1.0484	0.9111
0.2200	1.7979	-1.2278	-0.4147	-0.3168	0.9577	0.9418	1.7014	0.1068	-3.1107	2.3067	-2.0515	-0.9459	2.6555	-1.7246	-0.9459	-0.7926	0.1473	0.5867	0.2762	-1.1968	-2.3958	-0.6946	-1.0642	1.8138	-0.5723	-1.1412	0.2726	-0.9261	-0.9772	-2.4032	0.4735	0.8261	0.6390	-0.8554	2.9544	0.6264	2.0075	-0.0175	-0.9647	0.6252	0.0353	0.1519	0.0588	1.7616	1.9543	0.0203	-1.9975	0.7868	-0.8185
1.4768	0.6286	-2.7596	-1.1044	-1.5992	0.4102	-1.1394	-0.1526	-1.3320	4.0288	-2.8429	-1.6189	-0.4898	-1.3007	3.0857	-0.3638	2.9860	4.2626	-0.8076	-2.1441	-2.4019	3.9178	0.1688	0.9917	-0.2472	-0.9929	-2.9661	-0.9708	0.9394	-1.0469	1.2319	0.9699	1.2887	1.6550	2.0604	-0.4355	0.3442	3.1158	0.7174	0.1808	-0.2643	1.0807	-0.6358	-5.7892	1.3963	0.2108	-0.0167	-0.3456	0.7458	-1.6193
-0.7247	-0.5953	-12.1415	-9.1116	-6.2776	2.7465	-1.5282	-1.2340	0.6829	2.5457	-8.3920	0.5213	0.6954	0.9578	3.9687	1.7203	-0.7314	1.9738	0.2039	1.7959	0.4173	0.1432	-0.4132	2.4205	0.0311	-3.9321	0.0453	2.1062	-2.0517	0.7948	-1.9444	-2.2870	-1.3747	8.4990	-0.5257	-1.5341	-1.2330	0.6607	0.0821	-1.5378	-3.1637	1.3814	-1.1981	-4.5894	-0.8518	5.8854	-0.6460	1.3738	-1.1597	-0.4420
1.8200	-1.7758	-4.6363	2.7196	-0.4652	-2.8358	1.7921	0.5232	-3.0534	3.9490	4.3554	-1.4821	-0.5696	-2.6444	5.5687	-1.0257	1.8102	2.3865	0.4557	-1.0161	-1.5920	-1.1726	0.6518	-3.4043	-0.1448	-0.5563	-1.8530	3.8234	-0.6931	-1.1814	1.0222	1.4524	-1.8396	1.3780	0.8151	-0.6852	-0.3483	2.4747	0.6558	-1.6467	2.3542	-0.7629	1.5546	3.7871	-0.9458	-1.3985	1.2470	0.3188	0.4003	-1.7952
-3.4425	-1.8533	9.8151	1.0265	1.8696	0.3659	-0.8429	-1.5077	1.5343	-4.2913	2.5676	-1.8074	0.8600	7.2972	-8.0012	4.8819	-3.2551	2.2619	2.6187	5.3811	-2.8490	-1.2462	4.1947	-0.7063	1.2674	-0.3011	-2.7010	-2.1876	-2.4350	-0.9996	-0.2650	0.8130	-0.9536	-1.6489	1.9429	-0.9957	-1.0919	-2.4770	0.8348	-0.7550	-0.1354	0.1643	-3.5265	1.5941	-1.1144	-8.3207	-1.6305	-0.2591	-2.0742	0.1537
-4.0181	1.3502	5.4886	1.8066	1.7251	1.1398	-0.8283	3.9430	-2.3183	-3.5418	-1.1865	-0.0527	1.5058	6.9417	-4.7812	0.4949	-2.9442	3.5106	2.6176	1.6297	0.5342	-0.8420	-1.3528	3.0277	0.9129	0.8421	-1.9300	-1.6949	-0.2482	1.6036	0.9947	-2.0557	-3.4421	-2.1531	0.6951	0.5151	0.0193	-2.3937	1.3600	0.4138	0.3518	-1.9240	1.0906	-1.6875	-0.4480	-2.3103	-1.6687	-1.9268	0.9711	0.5656
-0.3777	0.8742	5.6641	1.2919	0.9542	-2.0057	2.4884	2.3659	1.4268	-3.2061	12.8298	-0.3662	-0.5073	5.0863	-5.3332	-2.8341	0.6970	-3.4652	0.4180	1.2774	-1.7342	-0.7997	3.0627	-0.6024	0.5268	-0.2282	0.3130	-0.6874	-1.1594	-1.9481	-0.9849	-1.7570	-1.3185	-2.6934	1.3254	0.8107	-0.0903	0.9612	2.6993	-1.1348	3.6731	2.2143	-4.7666	8.2148	0.6058	-2.6633	-0.1813	-1.0836	-1.8649	1.9286
1.1382	1.5095	3.4678	1.0693	3.5410	-0.7922	2.6434	2.2834	-0.0489	-2.3678	9.8958	1.1302	-3.5418	1.8243	0.2079	-1.7511	0.3558	-4.3924	1.2445	-1.9213	-2.2145	0.3783	-1.4934	-3.3731	-1.8670	1.6538	1.7962	-0.6529	1.6907	-2.3761	-0.8437	1.1145	-0.8093	-4.1681	-2.1864	1.9973	2.4709	2.2880	0.6013	0.8503	3.0577	2.9360	0.6033	1.8207	1.4690	2.0657	1.6019	0.0556	-1.2316	-0.5654
2.0104	-0.3657	-9.3130	-4.3706	-2.7811	1.0393	0.5293	0.0129	0.8693	6.2223	-0.9384	0.9054	-0.2523	-6.2924	7.3444	-5.2422	0.3501	1.4875	-1.3494	-2.1121	3.2670	-0.6157	-0.5606	0.2544	-1.2908	0.4737	2.1612	-2.3354	-0.0538	-1.3086	-0.6024	0.7865	-0.8523	6.6725	-0.2718	1.2908	-0.0056	1.7135	-0.6054	-2.0038	-2.9532	1.7072	-0.9373	0.8650	0.0053	2.9937	-0.3249	1.6704	0.7384	0.4503
-1.5230	1.6492	14.2245	3.4984	0.5377	-1.5807	1.4406	5.7763	-2.0293	-7.7312	5.0142	0.9400	-1.5557	8.9453	-12.4660	2.8372	0.2516	6.1709	0.5239	6.1842	-1.7686	-3.7083	-1.7487	4.3920	2.4012	-0.1672	0.3991	1.3986	-2.2560	0.6668	1.8949	-2.2434	-2.2369	1.1974	2.0451	0.8080	1.0331	0.7709	-1.2162	-1.7164	2.2708	0.1578	2.4483	2.9891	1.3691	0.1395	0.1086	-1.5063	1.7520	-2.8691
-2.7941	-1.3828	-13.0044	-6.5430	-1.8958	-0.0705	1.2831	-0.4003	0.6504	4.1583	-4.3001	-0.5207	0.7454	-6.1297	6.6639	-0.4099	-2.9313	-3.7468	-1.4788	-3.9161	5.2405	2.4660	1.7610	-3.2671	-1.0332	-0.2110	-1.5950	-0.4334	0.4139	-1.8494	-2.7470	2.5006	1.1021	2.8238	0.6849	-0.1274	-0.8684	-5.2913	-0.5900	-0.7033	-4.2125	-1.4855	2.2779	-4.0078	-0.1956	-1.5782	-3.0736	1.0707	0.0711	2.0160
0.8992	-0.9915	11.3424	3.7639	2.5978	-0.7924	-0.8754	1.0639	-0.9560	-2.8449	7.0982	-0.2520	-1.0904	6.8239	-8.0470	0.5759	0.4712	0.6395	2.6339	1.0794	-3.1455	-1.6243	2.5548	-1.9150	2.2756	2.4400	-0.8315	-6.0504	0.5305	0.5341	0.5624	0.0144	-1.1724	-5.6828	1.6065	0.0162	-0.5609	2.1207	-0.5913	1.0350	4.3132	-0.5072	-3.6243	4.7959	0.1622	-4.7156	0.7136	0.1271	-1.5003	1.4144
-0.0530	2.1217	-14.8576	-4.9972	-3.6545	2.0023	-1.2878	-3.4335	0.5876	4.4901	-4.3087	0.8987	1.6496	-5.5912	8.6947	-2.7468	-1.9376	-0.5246	-2.3129	-4.2887	3.5105	1.8500	0.3806	-2.2364	-2.4696	-2.0172	0.1316	1.7300	2.3112	-2.0149	-0.0325	0.1706	3.5323	4.6143	1.0670	-0.3249	-0.0796	-0.3174	-1.7288	-0.5683	-5.9802	1.8492	-0.8089	-4.0015	-0.0236	1.4196	-1.2487	-0.6227	-1.1454	3.1038
0.0293	1.6366	4.5777	0.0101	0.4112	-0.7305	2.1866	3.8770	0.1777	-0.5939	8.6104	-0.7823	-0.0255	0.5655	2.0341	1.8036	1.5521	1.0098	-0.6489	0.3809	-0.4871	-0.6248	2.5401	-6.7550	-0.5658	-1.9039	-2.2355	-1.1993	-0.8167	-0.8213	2.0161	6.4728	1.4263	0.2546	0.6896	0.7468	-0.0454	-1.7839	1.9671	0.2733	1.5013	0.0868	0.1451	3.4722	0.8449	-3.5031	1.1793	-0.1488	-1.5970	1.0800
-1.3910	-0.2315	-8.9252	-1.1297	0.7144	-1.4998	0.0075	2.5522	1.4476	2.1074	6.0161	1.5703	-0.3057	-2.0844	1.6149	1.7659	-0.3758	1.1590	0.4908	1.5920	1.2232	-0.1929	-0.1096	0.1220	-1.1733	-0.9279	1.3805	0.0473	0.3886	0.5976	-4.3843	2.0816	0.1127	1.3688	1.4353	0.5152	0.0388	-0.3046	1.5600	-0.4840	4.1647	-1.3529	2.4793	-0.9183	0.3461	1.5701	0.7941	-0.2099	-0.1270	1.3116
-3.7994	0.0445	0.7797	0.6734	1.3834	-2.6727	-2.0531	-1.1449	-0.2031	0.8730	-4.2904	-1.5679	0.8730	-0.8512	-0.0792	0.4090	-2.8038	-1.7158	-1.5750	1.1945	-0.9044	-1.3830	-1.0467	1.2579	-0.3804	1.6769	-2.2853	0.5137	-0.7959	1.4673	-2.0313	2.9200	1.2200	-4.1918	-2.4826	-0.8509	1.6234	-4.1526	-2.0003	1.6259	0.8752	0.1003	1.4104	0.3874	-1.3879	1.9288	1.0090	-0.2695	-0.2133	0.1155
-1.1280	0.6522	21.0965	4.8276	3.9964	-0.1851	1.5954	4.0110	1.2095	-6.8227	12.5019	-0.0514	-4.6455	7.6956	-9.9038	-1.5245	1.1599	0.0200	-0.2891	2.4970	-4.5420	-1.0226	-0.9086	1.6447	1.5380	1.3618	1.4774	-1.7120	-0.8530	-1.9704	1.7142	0.1149	-1.1238	-5.1831	-1.4307	3.3548	1.8478	-2.1865	-3.4962	-0.3488	5.4647	-0.9854	1.9743	8.4760	0.4875	-3.9050	2.8773	-0.1816	1.5751	-1.3922
2.4377	0.8547	1.0962	1.0550	0.1494	-2.0369	-0.1589	3.5123	2.0917	0.8561	9.2474	0.9649	-1.3828	-1.1194	-0.0207	-5.1639	1.7814	-1.9931	1.1172	1.0792	-1.3602	0.8103	1.1827	-5.7626	-1.3149	-1.3003	1.7901	-2.4531	1.6709	0.7317	0.8285	1.1360	-4.1387	0.9793	2.3184	0.9426	1.1126	3.1268	1.9835	0.1542	4.2086	1.2430	-5.4955	2.3827	-0.6194	1.2320	1.4533	1.2395	-3.5183	5.0072
-1.1242	-1.3807	7.5401	0.3528	-0.6423	1.6254	-0.9549	1.8834	-2.2113	-1.0448	-8.5486	-0.5177	0.5096	2.5219	-3.9101	0.2665	-0.9912	2.0949	0.8666	1.5624	-1.2963	-1.2212	-1.2225	3.0063	-0.2530	1.0166	-1.8606	-0.3633	2.0400	2.2568	3.2446	-0.3892	-1.5551	-0.3987	0.2294	-1.8348	1.0093	-0.6088	-0.0832	1.7588	0.1929	-1.7753	1.3237	-4.9557	-1.7772	0.3255	-4.7878	0.4020	0.4771	0.2709
-0.2121	2.6594	-9.4173	-3.6453	-0.2446	-1.4236	0.1192	-3.4346	0.5094	5.5776	3.6984	1.6617	-0.0064	-2.1072	4.9909	-3.7459	2.4827	3.0143	-1.0000	-0.8245	1.9021	-1.3549	-1.6854	-1.5677	0.4272	-1.7885	3.2337	0.2686	-0.5028	0.1750	-3.2123	0.3095	-0.8684	2.7107	-0.6208	1.4621	0.4929	-0.7069	1.3443	-0.0444	0.0910	0.1375	-2.8513	-0.8542	0.7662	5.1154	2.4230	1.2826	-0.3274	-0.9177
-1.7169	-2.2117	8.7072	6.5799	2.4552	-0.4248	-4.1245	1.0220	0.3195	-6.8233	-3.6410	1.4538	0.7648	3.8575	-2.8332	2.0292	-3.4344	-2.0691	2.1159	-0.8966	-5.3545	-3.2102	-0.6113	6.0540	2.0886	2.1291	2.2754	0.5418	-1.7696	2.0382	1.6413	-3.8815	-2.2115	-1.5610	-1.3819	-2.9167	1.8973	-1.5182	-1.6556	0.2660	0.6260	0.3729	1.9205	-0.8105	-1.6735	-3.2117	-2.1887	-1.0072	0.4143	0.4133
